Trans Date,Remarks,Debit,Credit,Balance
21-May-2024,TICKETMASTER,40.85,,188498.51
22-May-2024,COSTCO WHSE,139.88,,188358.63
23-May-2024,UBER EATS,17.46,,188341.17
24-May-2024,ELECTRIC COMPANY,158.77,,188182.40
24-May-2024,CITY WATER BILL,35.56,,188146.84
24-May-2024,UBER TRIP,21.46,,188125.38
24-May-2024,SPOTIFY USA,47.10,,188078.28
25-May-2024,ALDI 729,53.17,,188025.11
25-May-2024,CHEVRON,43.65,,187981.46
27-May-2024,WALMART SUPERCENTER,119.13,,187862.33
27-May-2024,WALMART SUPERCENTER,29.56,,187832.77
29-May-2024,PARKING GARAGE,60.82,,187771.95
31-May-2024,METRO TRANSIT,52.88,,187719.07
31-May-2024,VENMO PAYMENT,132.09,,187586.98
2-Jun-2024,ACH CREDIT EMPLOYER PAYROLL,,7005.24,194592.22
2-Jun-2024,WHOLE FOODS #4821,79.50,,194512.72
2-Jun-2024,NIKE STORE,44.62,,194468.10
3-Jun-2024,BILL PAY RENT LANDLORD,1699.64,,192768.46
3-Jun-2024,UBER EATS,36.20,,192732.26
5-Jun-2024,STARBUCKS STORE,78.11,,192654.15
6-Jun-2024,UBER TRIP,65.58,,192588.57
8-Jun-2024,TRADER JOE'S,111.58,,192476.99
9-Jun-2024,CHIPOTLE ONLINE,59.50,,192417.49
9-Jun-2024,STARBUCKS STORE,45.80,,192371.69
9-Jun-2024,NIKE STORE,272.69,,192099.00
11-Jun-2024,FRESH MARKET,29.23,,192069.77
12-Jun-2024,ZELLE FROM CLIENT,,907.50,192977.27
12-Jun-2024,FRESH MARKET,63.11,,192914.16
16-Jun-2024,CITY WATER BILL,113.02,,192801.14
16-Jun-2024,WALGREENS,95.25,,192705.89
16-Jun-2024,NETFLIX.COM,23.75,,192682.14
17-Jun-2024,AMAZON MKTP,153.19,,192528.95
17-Jun-2024,AMAZON.COM,80.16,,192448.79
18-Jun-2024,COMCAST CABLE,52.74,,192396.05
18-Jun-2024,STARBUCKS STORE,37.71,,192358.34
18-Jun-2024,UBER TRIP,27.13,,192331.21
20-Jun-2024,ELECTRIC COMPANY,120.81,,192210.40
20-Jun-2024,PARKING GARAGE,62.80,,192147.60
21-Jun-2024,DOORDASH*RESTAURANT,39.58,,192108.02
21-Jun-2024,PARKING GARAGE,17.58,,192090.44
21-Jun-2024,VENMO PAYMENT,227.11,,191863.33
22-Jun-2024,SHELL OIL,7.07,,191856.26
22-Jun-2024,APPLE.COM/BILL,188.75,,191667.51
25-Jun-2024,KROGER #1190,158.66,,191508.85
25-Jun-2024,UBER TRIP,7.20,,191501.65
27-Jun-2024,WHOLE FOODS #4821,126.12,,191375.53
27-Jun-2024,UBER TRIP,42.53,,191333.00
28-Jun-2024,WHOLE FOODS #4821,136.74,,191196.26
28-Jun-2024,EZ PASS TOLL,61.27,,191134.99
29-Jun-2024,UBER TRIP,44.28,,191090.71
29-Jun-2024,DISNEYPLUS,30.04,,191060.67
30-Jun-2024,ALDI 729,33.50,,191027.17
1-Jul-2024,KROGER #1190,126.34,,190900.83
2-Jul-2024,LYFT RIDE,18.80,,190882.03
3-Jul-2024,ACH CREDIT EMPLOYER PAYROLL,,7115.13,197997.16
3-Jul-2024,BILL PAY RENT LANDLORD,1693.70,,196303.46
3-Jul-2024,PARKING GARAGE,28.10,,196275.36
3-Jul-2024,LYFT RIDE,22.90,,196252.46
3-Jul-2024,CHEVRON,30.32,,196222.14
4-Jul-2024,PARKING GARAGE,62.10,,196160.04
4-Jul-2024,BEST BUY,47.31,,196112.73
5-Jul-2024,COSTCO WHSE,41.50,,196071.23
5-Jul-2024,CHEVRON,42.41,,196028.82
5-Jul-2024,WALGREENS,117.33,,195911.49
6-Jul-2024,GAS UTILITY,88.36,,195823.13
6-Jul-2024,STARBUCKS STORE,53.11,,195770.02
7-Jul-2024,AMC THEATRES,53.47,,195716.55
8-Jul-2024,FRESH MARKET,31.45,,195685.10
8-Jul-2024,TRADER JOE'S,141.56,,195543.54
9-Jul-2024,WHOLE FOODS #4821,134.49,,195409.05
9-Jul-2024,DOORDASH*RESTAURANT,67.64,,195341.41
12-Jul-2024,PARKING GARAGE,29.67,,195311.74
12-Jul-2024,CHEVRON,54.04,,195257.70
13-Jul-2024,FRESH MARKET,130.78,,195126.92
14-Jul-2024,HOME DEPOT,32.69,,195094.23
15-Jul-2024,PAYPAL TRANSFER,,1177.38,196271.61
16-Jul-2024,DOORDASH*RESTAURANT,60.41,,196211.20
17-Jul-2024,DOORDASH*RESTAURANT,15.84,,196195.36
17-Jul-2024,HOTEL BOOKING,604.65,,195590.71
18-Jul-2024,FRESH MARKET,37.32,,195553.39
18-Jul-2024,CITY MEDICAL CLINIC,133.56,,195419.83
18-Jul-2024,SPOTIFY USA,13.89,,195405.94
19-Jul-2024,UBER TRIP,71.17,,195334.77
22-Jul-2024,SUSHI HOUSE,57.10,,195277.67
23-Jul-2024,CHEVRON,65.75,,195211.92
24-Jul-2024,SUSHI HOUSE,83.21,,195128.71
24-Jul-2024,CHEVRON,69.18,,195059.53
24-Jul-2024,PARKING GARAGE,21.97,,195037.56
25-Jul-2024,COMCAST CABLE,120.22,,194917.34
25-Jul-2024,COSTCO WHSE,123.49,,194793.85
26-Jul-2024,NETFLIX.COM,50.88,,194742.97
27-Jul-2024,FRESH MARKET,83.32,,194659.65
27-Jul-2024,PIZZA HUT,11.62,,194648.03
27-Jul-2024,UBER TRIP,59.60,,194588.43
27-Jul-2024,BEST BUY,267.26,,194321.17
27-Jul-2024,ATM WITHDRAWAL,298.08,,194023.09
28-Jul-2024,MCDONALD'S,37.68,,193985.41
28-Jul-2024,NIKE STORE,156.61,,193828.80
29-Jul-2024,PIZZA HUT,51.24,,193777.56
31-Jul-2024,STARBUCKS STORE,11.64,,193765.92
1-Aug-2024,ACH CREDIT EMPLOYER PAYROLL,,6999.46,200765.38
3-Aug-2024,BILL PAY RENT LANDLORD,1726.85,,199038.53
4-Aug-2024,CHEVRON,56.01,,198982.52
4-Aug-2024,CHEVRON,28.61,,198953.91
6-Aug-2024,DOORDASH*RESTAURANT,76.09,,198877.82
7-Aug-2024,NIKE STORE,91.74,,198786.08
8-Aug-2024,WALMART SUPERCENTER,115.63,,198670.45
8-Aug-2024,UBER TRIP,45.80,,198624.65
9-Aug-2024,UBER TRIP,66.75,,198557.90
10-Aug-2024,CITY MEDICAL CLINIC,35.78,,198522.12
11-Aug-2024,SUSHI HOUSE,60.19,,198461.93
13-Aug-2024,LYFT RIDE,45.78,,198416.15
14-Aug-2024,CHIPOTLE ONLINE,6.25,,198409.90
14-Aug-2024,AIRLINE TICKET,953.00,,197456.90
15-Aug-2024,VERIZON WIRELESS,37.15,,197419.75
15-Aug-2024,PLANET FITNESS,148.09,,197271.66
15-Aug-2024,STEAM GAMES,23.17,,197248.49
16-Aug-2024,COSTCO WHSE,134.80,,197113.69
16-Aug-2024,TRADER JOE'S,115.63,,196998.06
17-Aug-2024,KROGER #1190,141.26,,196856.80
17-Aug-2024,METRO TRANSIT,13.70,,196843.10
18-Aug-2024,TRADER JOE'S,129.57,,196713.53
18-Aug-2024,CHIPOTLE ONLINE,29.01,,196684.52
18-Aug-2024,CHIPOTLE ONLINE,69.27,,196615.25
19-Aug-2024,SHELL OIL,50.89,,196564.36
20-Aug-2024,COMCAST CABLE,165.48,,196398.88
20-Aug-2024,ALDI 729,21.13,,196377.75
21-Aug-2024,SHELL OIL,13.69,,196364.06
21-Aug-2024,UBER TRIP,22.16,,196341.90
22-Aug-2024,TRADER JOE'S,21.54,,196320.36
24-Aug-2024,AMAZON MKTP,12.93,,196307.43
26-Aug-2024,LOCAL BISTRO,28.65,,196278.78
26-Aug-2024,EZ PASS TOLL,45.72,,196233.06
26-Aug-2024,CHEVRON,24.72,,196208.34
27-Aug-2024,CHIPOTLE ONLINE,78.63,,196129.71
27-Aug-2024,AMAZON.COM,57.70,,196072.01
28-Aug-2024,TRADER JOE'S,18.71,,196053.30
29-Aug-2024,STEAM GAMES,53.16,,196000.14
30-Aug-2024,PIZZA HUT,42.83,,195957.31
31-Aug-2024,FRESH MARKET,18.29,,195939.02
31-Aug-2024,TICKETMASTER,53.01,,195886.01
3-Sep-2024,ACH CREDIT EMPLOYER PAYROLL,,6999.74,202885.75
3-Sep-2024,BILL PAY RENT LANDLORD,1713.29,,201172.46
4-Sep-2024,CHIPOTLE ONLINE,29.10,,201143.36
4-Sep-2024,SHELL OIL,34.69,,201108.67
5-Sep-2024,CHEVRON,48.32,,201060.35
6-Sep-2024,SUSHI HOUSE,66.38,,200993.97
8-Sep-2024,FRESH MARKET,121.25,,200872.72
8-Sep-2024,WHOLE FOODS #4821,19.34,,200853.38
9-Sep-2024,PLANET FITNESS,80.24,,200773.14
10-Sep-2024,METRO TRANSIT,27.05,,200746.09
10-Sep-2024,SHELL OIL,48.25,,200697.84
11-Sep-2024,UBER TRIP,6.28,,200691.56
11-Sep-2024,NETFLIX.COM,23.68,,200667.88
12-Sep-2024,ELECTRIC COMPANY,42.98,,200624.90
12-Sep-2024,KROGER #1190,152.28,,200472.62
12-Sep-2024,SHELL OIL,32.67,,200439.95
12-Sep-2024,HOME DEPOT,53.87,,200386.08
13-Sep-2024,ZELLE FROM CLIENT,,1034.86,201420.94
13-Sep-2024,WALGREENS,95.43,,201325.51
15-Sep-2024,FRESH MARKET,128.44,,201197.07
15-Sep-2024,TICKETMASTER,50.90,,201146.17
16-Sep-2024,METRO TRANSIT,41.06,,201105.11
17-Sep-2024,SHELL OIL,15.47,,201089.64
17-Sep-2024,LYFT RIDE,71.02,,201018.62
19-Sep-2024,WHOLE FOODS #4821,38.40,,200980.22
20-Sep-2024,CITY WATER BILL,122.17,,200858.05
20-Sep-2024,SHELL OIL,47.01,,200811.04
22-Sep-2024,METRO TRANSIT,31.98,,200779.06
22-Sep-2024,ZELLE TO FRIEND,259.74,,200519.32
23-Sep-2024,TRADER JOE'S,106.22,,200413.10
23-Sep-2024,MCDONALD'S,25.46,,200387.64
25-Sep-2024,COMCAST CABLE,101.71,,200285.93
25-Sep-2024,SUSHI HOUSE,18.69,,200267.24
27-Sep-2024,TARGET.COM,84.95,,200182.29
29-Sep-2024,COSTCO WHSE,44.04,,200138.25
29-Sep-2024,STARBUCKS STORE,6.90,,200131.35
30-Sep-2024,WALMART SUPERCENTER,85.12,,200046.23
30-Sep-2024,BEST BUY,272.60,,199773.63
1-Oct-2024,STARBUCKS STORE,37.86,,199735.77
1-Oct-2024,UBER TRIP,44.02,,199691.75
2-Oct-2024,ACH CREDIT EMPLOYER PAYROLL,,7086.95,206778.70
2-Oct-2024,DOORDASH*RESTAURANT,48.21,,206730.49
3-Oct-2024,BILL PAY RENT LANDLORD,1720.96,,205009.53
3-Oct-2024,PIZZA HUT,38.45,,204971.08
3-Oct-2024,WALGREENS,165.10,,204805.98
4-Oct-2024,EZ PASS TOLL,29.39,,204776.59
4-Oct-2024,UBER TRIP,11.21,,204765.38
7-Oct-2024,FRESH MARKET,114.74,,204650.64
7-Oct-2024,TARGET.COM,37.99,,204612.65
8-Oct-2024,MCDONALD'S,84.59,,204528.06
8-Oct-2024,DOORDASH*RESTAURANT,55.91,,204472.15
8-Oct-2024,CHIPOTLE ONLINE,72.56,,204399.59
9-Oct-2024,MCDONALD'S,22.98,,204376.61
9-Oct-2024,AMC THEATRES,28.18,,204348.43
10-Oct-2024,LYFT RIDE,27.15,,204321.28
11-Oct-2024,CHEVRON,19.22,,204302.06
12-Oct-2024,TRADER JOE'S,76.51,,204225.55
12-Oct-2024,DENTAL CARE,76.78,,204148.77
13-Oct-2024,FRESH MARKET,61.35,,204087.42
15-Oct-2024,ELECTRIC COMPANY,121.81,,203965.61
16-Oct-2024,ALDI 729,28.61,,203937.00
17-Oct-2024,COMCAST CABLE,120.12,,203816.88
17-Oct-2024,TRADER JOE'S,69.80,,203747.08
18-Oct-2024,CHIPOTLE ONLINE,22.06,,203725.02
19-Oct-2024,CITY WATER BILL,67.86,,203657.16
22-Oct-2024,STARBUCKS STORE,74.65,,203582.51
23-Oct-2024,COSTCO WHSE,34.58,,203547.93
24-Oct-2024,LYFT RIDE,10.52,,203537.41
25-Oct-2024,METRO TRANSIT,53.94,,203483.47
28-Oct-2024,AMAZON MKTP,191.57,,203291.90
28-Oct-2024,CVS/PHARMACY,112.04,,203179.86
29-Oct-2024,ALDI 729,152.57,,203027.29
29-Oct-2024,LYFT RIDE,17.20,,203010.09
29-Oct-2024,NIKE STORE,75.38,,202934.71
31-Oct-2024,SPOTIFY USA,16.99,,202917.72
31-Oct-2024,ATM WITHDRAWAL,263.59,,202654.13
1-Nov-2024,STARBUCKS STORE,10.73,,202643.40
1-Nov-2024,UBER TRIP,42.39,,202601.01
2-Nov-2024,LYFT RIDE,5.91,,202595.10
3-Nov-2024,ACH CREDIT EMPLOYER PAYROLL,,6967.95,209563.05
3-Nov-2024,BILL PAY RENT LANDLORD,1695.87,,207867.18
5-Nov-2024,VERIZON WIRELESS,47.20,,207819.98
5-Nov-2024,PLANET FITNESS,82.50,,207737.48
6-Nov-2024,KROGER #1190,126.01,,207611.47
7-Nov-2024,UBER TRIP,7.73,,207603.74
7-Nov-2024,AMAZON.COM,208.41,,207395.33
7-Nov-2024,TARGET.COM,76.29,,207319.04
8-Nov-2024,IKEA,196.85,,207122.19
10-Nov-2024,TARGET.COM,53.66,,207068.53
12-Nov-2024,ALDI 729,25.64,,207042.89
13-Nov-2024,UBER EATS,29.41,,207013.48
13-Nov-2024,AMAZON.COM,177.05,,206836.43
14-Nov-2024,AMAZON MKTP,150.51,,206685.92
14-Nov-2024,NIKE STORE,14.20,,206671.72
14-Nov-2024,AMAZON.COM,83.72,,206588.00
15-Nov-2024,VERIZON WIRELESS,164.40,,206423.60
15-Nov-2024,DISNEYPLUS,63.09,,206360.51
16-Nov-2024,CVS/PHARMACY,169.25,,206191.26
16-Nov-2024,DISNEYPLUS,9.21,,206182.05
17-Nov-2024,VENMO CASHOUT,,804.09,206986.14
17-Nov-2024,FRESH MARKET,73.76,,206912.38
17-Nov-2024,DOORDASH*RESTAURANT,46.15,,206866.23
17-Nov-2024,CHEVRON,18.47,,206847.76
18-Nov-2024,COSTCO WHSE,67.25,,206780.51
19-Nov-2024,COSTCO WHSE,60.20,,206720.31
19-Nov-2024,METRO TRANSIT,12.04,,206708.27
19-Nov-2024,BEST BUY,151.96,,206556.31
20-Nov-2024,SUSHI HOUSE,32.69,,206523.62
20-Nov-2024,STARBUCKS STORE,76.26,,206447.36
21-Nov-2024,LOCAL BISTRO,78.56,,206368.80
21-Nov-2024,PARKING GARAGE,6.40,,206362.40
24-Nov-2024,VERIZON WIRELESS,117.61,,206244.79
24-Nov-2024,EZ PASS TOLL,23.25,,206221.54
24-Nov-2024,DENTAL CARE,106.66,,206114.88
25-Nov-2024,WHOLE FOODS #4821,53.69,,206061.19
25-Nov-2024,EZ PASS TOLL,25.88,,206035.31
25-Nov-2024,LYFT RIDE,68.07,,205967.24
26-Nov-2024,ALDI 729,95.60,,205871.64
26-Nov-2024,CHEVRON,22.07,,205849.57
28-Nov-2024,SUSHI HOUSE,82.49,,205767.08
29-Nov-2024,WHOLE FOODS #4821,158.56,,205608.52
29-Nov-2024,AMC THEATRES,34.46,,205574.06
1-Dec-2024,EZ PASS TOLL,71.81,,205502.25
3-Dec-2024,ACH CREDIT EMPLOYER PAYROLL,,7033.64,212535.89
3-Dec-2024,BILL PAY RENT LANDLORD,1698.89,,210837.00
4-Dec-2024,METRO TRANSIT,70.16,,210766.84
5-Dec-2024,MCDONALD'S,63.48,,210703.36
5-Dec-2024,HOME DEPOT,31.61,,210671.75
6-Dec-2024,SUSHI HOUSE,26.77,,210644.98
6-Dec-2024,SUSHI HOUSE,68.80,,210576.18
7-Dec-2024,COMCAST CABLE,127.89,,210448.29
7-Dec-2024,NIKE STORE,203.44,,210244.85
8-Dec-2024,FRESH MARKET,51.95,,210192.90
8-Dec-2024,CHEVRON,37.47,,210155.43
9-Dec-2024,UBER TRIP,70.90,,210084.53
10-Dec-2024,CITY MEDICAL CLINIC,90.55,,209993.98
11-Dec-2024,DOORDASH*RESTAURANT,23.88,,209970.10
11-Dec-2024,METRO TRANSIT,37.40,,209932.70
11-Dec-2024,STEAM GAMES,22.02,,209910.68
12-Dec-2024,TRADER JOE'S,65.05,,209845.63
12-Dec-2024,FRESH MARKET,94.51,,209751.12
12-Dec-2024,IKEA,217.78,,209533.34
12-Dec-2024,CVS/PHARMACY,217.79,,209315.55
12-Dec-2024,ZELLE TO FRIEND,217.29,,209098.26
13-Dec-2024,UBER TRIP,18.41,,209079.85
14-Dec-2024,NIKE STORE,178.23,,208901.62
15-Dec-2024,PARKING GARAGE,50.16,,208851.46
17-Dec-2024,NIKE STORE,185.01,,208666.45
19-Dec-2024,GAS UTILITY,168.71,,208497.74
20-Dec-2024,TRADER JOE'S,68.03,,208429.71
20-Dec-2024,PIZZA HUT,78.24,,208351.47
20-Dec-2024,UBER EATS,37.18,,208314.29
21-Dec-2024,TICKETMASTER,48.39,,208265.90
22-Dec-2024,ALDI 729,134.07,,208131.83
22-Dec-2024,EZ PASS TOLL,52.15,,208079.68
23-Dec-2024,CITY WATER BILL,83.44,,207996.24
23-Dec-2024,SHELL OIL,69.60,,207926.64
23-Dec-2024,METRO TRANSIT,40.17,,207886.47
23-Dec-2024,UBER TRIP,14.27,,207872.20
24-Dec-2024,ACH CREDIT YEAR END BONUS,,840.44,208712.64
24-Dec-2024,WHOLE FOODS #4821,116.89,,208595.75
24-Dec-2024,SHELL OIL,56.59,,208539.16
25-Dec-2024,CITY MEDICAL CLINIC,44.12,,208495.04
25-Dec-2024,TICKETMASTER,58.15,,208436.89
26-Dec-2024,MCDONALD'S,7.69,,208429.20
26-Dec-2024,TICKETMASTER,37.37,,208391.83
27-Dec-2024,ALDI 729,73.57,,208318.26
28-Dec-2024,TRADER JOE'S,21.97,,208296.29
28-Dec-2024,UBER EATS,84.55,,208211.74
29-Dec-2024,LYFT RIDE,46.47,,208165.27
31-Dec-2024,LYFT RIDE,56.87,,208108.40
31-Dec-2024,IKEA,141.56,,207966.84
1-Jan-2025,LYFT RIDE,46.92,,207919.92
2-Jan-2025,ACH CREDIT EMPLOYER PAYROLL,,7393.84,215313.76
2-Jan-2025,PIZZA HUT,43.06,,215270.70
3-Jan-2025,BILL PAY RENT LANDLORD,1739.19,,213531.51
4-Jan-2025,METRO TRANSIT,42.92,,213488.59
4-Jan-2025,CVS/PHARMACY,131.09,,213357.50
5-Jan-2025,COSTCO WHSE,125.83,,213231.67
5-Jan-2025,LOCAL BISTRO,55.16,,213176.51
5-Jan-2025,SHELL OIL,41.51,,213135.00
6-Jan-2025,PARKING GARAGE,52.87,,213082.13
6-Jan-2025,BEST BUY,138.83,,212943.30
7-Jan-2025,COSTCO WHSE,138.65,,212804.65
7-Jan-2025,PLANET FITNESS,78.07,,212726.58
9-Jan-2025,ALDI 729,122.37,,212604.21
9-Jan-2025,CHEVRON,28.04,,212576.17
9-Jan-2025,TARGET.COM,228.61,,212347.56
12-Jan-2025,SPOTIFY USA,11.55,,212336.01
13-Jan-2025,COMCAST CABLE,49.40,,212286.61
13-Jan-2025,UBER TRIP,13.39,,212273.22
14-Jan-2025,WHOLE FOODS #4821,146.63,,212126.59
15-Jan-2025,ACH CREDIT FREELANCE,,325.68,212452.27
15-Jan-2025,WHOLE FOODS #4821,19.35,,212432.92
15-Jan-2025,INSURANCE ANNUAL PREMIUM,1268.92,,211164.00
16-Jan-2025,CHEVRON,16.03,,211147.97
17-Jan-2025,DOORDASH*RESTAURANT,33.84,,211114.13
17-Jan-2025,CHEVRON,4.39,,211109.74
18-Jan-2025,GAS UTILITY,74.00,,211035.74
18-Jan-2025,SUSHI HOUSE,22.54,,211013.20
19-Jan-2025,SPOTIFY USA,13.02,,211000.18
20-Jan-2025,ZELLE TO FRIEND,134.89,,210865.29
22-Jan-2025,WALMART SUPERCENTER,84.81,,210780.48
22-Jan-2025,WALMART SUPERCENTER,71.88,,210708.60
22-Jan-2025,TRADER JOE'S,126.34,,210582.26
22-Jan-2025,PIZZA HUT,59.97,,210522.29
23-Jan-2025,CHIPOTLE ONLINE,32.94,,210489.35
23-Jan-2025,METRO TRANSIT,44.45,,210444.90
24-Jan-2025,GAS UTILITY,133.89,,210311.01
24-Jan-2025,AMAZON.COM,128.62,,210182.39
26-Jan-2025,NETFLIX.COM,29.01,,210153.38
28-Jan-2025,UBER TRIP,12.49,,210140.89
29-Jan-2025,AMAZON MKTP,129.17,,210011.72
3-Feb-2025,ACH CREDIT EMPLOYER PAYROLL,,7225.38,217237.10
3-Feb-2025,BILL PAY RENT LANDLORD,1739.12,,215497.98
4-Feb-2025,FRESH MARKET,53.28,,215444.70
5-Feb-2025,PARKING GARAGE,45.20,,215399.50
6-Feb-2025,ALDI 729,139.15,,215260.35
6-Feb-2025,VENMO PAYMENT,59.11,,215201.24
8-Feb-2025,PARKING GARAGE,52.19,,215149.05
9-Feb-2025,ALDI 729,19.54,,215129.51
9-Feb-2025,LOCAL BISTRO,50.48,,215079.03
9-Feb-2025,SHELL OIL,54.69,,215024.34
9-Feb-2025,CHEVRON,7.63,,215016.71
9-Feb-2025,NIKE STORE,160.56,,214856.15
10-Feb-2025,VERIZON WIRELESS,128.54,,214727.61
10-Feb-2025,AMAZON.COM,111.55,,214616.06
10-Feb-2025,NETFLIX.COM,9.22,,214606.84
12-Feb-2025,CITY WATER BILL,80.99,,214525.85
12-Feb-2025,AMAZON.COM,242.68,,214283.17
13-Feb-2025,CHIPOTLE ONLINE,18.80,,214264.37
13-Feb-2025,TICKETMASTER,11.26,,214253.11
14-Feb-2025,TRADER JOE'S,43.12,,214209.99
14-Feb-2025,EZ PASS TOLL,62.94,,214147.05
15-Feb-2025,DENTAL CARE,78.85,,214068.20
17-Feb-2025,KROGER #1190,123.22,,213944.98
17-Feb-2025,MCDONALD'S,10.34,,213934.64
17-Feb-2025,CHEVRON,36.96,,213897.68
18-Feb-2025,ACH CREDIT FREELANCE,,577.03,214474.71
19-Feb-2025,EZ PASS TOLL,43.35,,214431.36
19-Feb-2025,UBER TRIP,63.83,,214367.53
20-Feb-2025,COMCAST CABLE,53.03,,214314.50
20-Feb-2025,CHEVRON,5.43,,214309.07
21-Feb-2025,CHEVRON,19.97,,214289.10
22-Feb-2025,TRADER JOE'S,119.61,,214169.49
22-Feb-2025,COSTCO WHSE,27.40,,214142.09
22-Feb-2025,CHIPOTLE ONLINE,18.18,,214123.91
22-Feb-2025,CHIPOTLE ONLINE,78.13,,214045.78
23-Feb-2025,KROGER #1190,111.91,,213933.87
23-Feb-2025,DOORDASH*RESTAURANT,23.30,,213910.57
23-Feb-2025,PLANET FITNESS,204.60,,213705.97
24-Feb-2025,LYFT RIDE,22.96,,213683.01
24-Feb-2025,UBER TRIP,43.17,,213639.84
25-Feb-2025,DOORDASH*RESTAURANT,72.43,,213567.41
26-Feb-2025,STEAM GAMES,29.37,,213538.04
27-Feb-2025,CHEVRON,5.14,,213532.90
1-Mar-2025,ACH CREDIT EMPLOYER PAYROLL,,7196.88,220729.78
1-Mar-2025,MCDONALD'S,81.70,,220648.08
2-Mar-2025,PARKING GARAGE,52.30,,220595.78
3-Mar-2025,BILL PAY RENT LANDLORD,1774.84,,218820.94
4-Mar-2025,EZ PASS TOLL,26.10,,218794.84
5-Mar-2025,VERIZON WIRELESS,59.20,,218735.64
5-Mar-2025,UBER EATS,43.59,,218692.05
6-Mar-2025,SHELL OIL,61.77,,218630.28
6-Mar-2025,BEST BUY,161.91,,218468.37
8-Mar-2025,CHEVRON,48.24,,218420.13
8-Mar-2025,NIKE STORE,233.57,,218186.56
8-Mar-2025,DENTAL CARE,125.99,,218060.57
9-Mar-2025,ZELLE FROM CLIENT,,1183.04,219243.61
9-Mar-2025,TRADER JOE'S,144.48,,219099.13
9-Mar-2025,LOCAL BISTRO,57.48,,219041.65
9-Mar-2025,METRO TRANSIT,38.31,,219003.34
10-Mar-2025,EZ PASS TOLL,46.29,,218957.05
10-Mar-2025,PARKING GARAGE,70.98,,218886.07
11-Mar-2025,EZ PASS TOLL,36.48,,218849.59
12-Mar-2025,DOORDASH*RESTAURANT,62.37,,218787.22
13-Mar-2025,APPLE.COM/BILL,99.04,,218688.18
14-Mar-2025,FRESH MARKET,90.48,,218597.70
15-Mar-2025,VERIZON WIRELESS,63.97,,218533.73
15-Mar-2025,PLANET FITNESS,187.65,,218346.08
15-Mar-2025,VENMO PAYMENT,163.76,,218182.32
18-Mar-2025,WHOLE FOODS #4821,29.14,,218153.18
18-Mar-2025,DOORDASH*RESTAURANT,13.14,,218140.04
21-Mar-2025,STEAM GAMES,32.97,,218107.07
21-Mar-2025,STEAM GAMES,45.28,,218061.79
22-Mar-2025,WHOLE FOODS #4821,71.35,,217990.44
22-Mar-2025,LYFT RIDE,60.35,,217930.09
24-Mar-2025,CHIPOTLE ONLINE,70.10,,217859.99
26-Mar-2025,STARBUCKS STORE,84.76,,217775.23
26-Mar-2025,DOORDASH*RESTAURANT,45.09,,217730.14
27-Mar-2025,WALMART SUPERCENTER,52.00,,217678.14
27-Mar-2025,UBER TRIP,5.81,,217672.33
28-Mar-2025,FRESH MARKET,153.11,,217519.22
29-Mar-2025,WALMART SUPERCENTER,44.44,,217474.78
1-Apr-2025,COSTCO WHSE,136.00,,217338.78
2-Apr-2025,ACH CREDIT EMPLOYER PAYROLL,,7362.20,224700.98
2-Apr-2025,TRADER JOE'S,132.54,,224568.44
3-Apr-2025,BILL PAY RENT LANDLORD,1735.27,,222833.17
4-Apr-2025,NIKE STORE,246.87,,222586.30
4-Apr-2025,AMC THEATRES,50.74,,222535.56
6-Apr-2025,SUSHI HOUSE,6.21,,222529.35
6-Apr-2025,APPLE.COM/BILL,42.77,,222486.58
7-Apr-2025,WALMART SUPERCENTER,73.12,,222413.46
11-Apr-2025,METRO TRANSIT,62.50,,222350.96
11-Apr-2025,STEAM GAMES,54.67,,222296.29
11-Apr-2025,IRS USATAXPYMT,1066.58,,221229.71
12-Apr-2025,COMCAST CABLE,118.71,,221111.00
12-Apr-2025,PARKING GARAGE,37.12,,221073.88
13-Apr-2025,PIZZA HUT,84.74,,220989.14
13-Apr-2025,LYFT RIDE,11.74,,220977.40
15-Apr-2025,WHOLE FOODS #4821,72.97,,220904.43
16-Apr-2025,EZ PASS TOLL,59.77,,220844.66
18-Apr-2025,DOORDASH*RESTAURANT,38.29,,220806.37
19-Apr-2025,BEST BUY,190.44,,220615.93
19-Apr-2025,PLANET FITNESS,40.59,,220575.34
19-Apr-2025,VENMO PAYMENT,224.05,,220351.29
20-Apr-2025,ELECTRIC COMPANY,154.85,,220196.44
20-Apr-2025,DOORDASH*RESTAURANT,23.54,,220172.90
20-Apr-2025,PARKING GARAGE,53.92,,220118.98
20-Apr-2025,PLANET FITNESS,65.90,,220053.08
21-Apr-2025,COSTCO WHSE,82.95,,219970.13
22-Apr-2025,WHOLE FOODS #4821,126.65,,219843.48
22-Apr-2025,TRADER JOE'S,83.59,,219759.89
22-Apr-2025,LYFT RIDE,31.23,,219728.66
22-Apr-2025,PLANET FITNESS,86.55,,219642.11
24-Apr-2025,GAS UTILITY,70.86,,219571.25
24-Apr-2025,PARKING GARAGE,47.42,,219523.83
25-Apr-2025,ZELLE FROM CLIENT,,979.20,220503.03
25-Apr-2025,DOORDASH*RESTAURANT,29.36,,220473.67
25-Apr-2025,UBER EATS,67.13,,220406.54
26-Apr-2025,GAS UTILITY,91.76,,220314.78
26-Apr-2025,APPLE.COM/BILL,245.37,,220069.41
28-Apr-2025,EZ PASS TOLL,67.21,,220002.20
