Date,Description,Debit,Credit,Balance
2024-04-03,WALGREENS,18.98,,190424.63
2024-04-04,EZ PASS TOLL,53.46,,190371.17
2024-04-04,LYFT RIDE,24.43,,190346.74
2024-04-06,KROGER #1190,92.24,,190254.50
2024-04-08,CHIPOTLE ONLINE,39.93,,190214.57
2024-04-08,UBER TRIP,12.57,,190202.00
2024-04-09,STARBUCKS STORE,70.52,,190131.48
2024-04-09,CHEVRON,58.29,,190073.19
2024-04-11,GAS UTILITY,157.25,,189915.94
2024-04-11,ELECTRIC COMPANY,121.52,,189794.42
2024-04-12,KROGER #1190,94.86,,189699.56
2024-04-12,IRS USATAXPYMT,1738.39,,187961.17
2024-04-13,WALMART SUPERCENTER,103.05,,187858.12
2024-04-13,APPLE.COM/BILL,270.88,,187587.24
2024-04-15,CHEVRON,50.19,,187537.05
2024-04-15,NETFLIX.COM,59.48,,187477.57
2024-04-15,SPOTIFY USA,60.26,,187417.31
2024-04-16,SHELL OIL,60.40,,187356.91
2024-04-16,APPLE.COM/BILL,20.60,,187336.31
2024-04-16,CITY MEDICAL CLINIC,144.21,,187192.10
2024-04-17,LOCAL BISTRO,29.48,,187162.62
2024-04-17,PIZZA HUT,48.51,,187114.11
2024-04-17,IKEA,230.65,,186883.46
2024-04-21,FRESH MARKET,139.04,,186744.42
2024-04-21,BEST BUY,142.67,,186601.75
2024-04-22,SUSHI HOUSE,32.30,,186569.45
2024-04-23,UBER TRIP,53.24,,186516.21
2024-04-23,EZ PASS TOLL,34.31,,186481.90
2024-04-24,BEST BUY,141.58,,186340.32
2024-04-25,KROGER #1190,106.47,,186233.85
2024-04-25,STARBUCKS STORE,17.61,,186216.24
2024-04-27,TRADER JOE'S,91.55,,186124.69
2024-04-27,MCDONALD'S,28.90,,186095.79
2024-04-27,STARBUCKS STORE,41.14,,186054.65
2024-04-28,PARKING GARAGE,5.31,,186049.34
2024-04-28,EZ PASS TOLL,17.92,,186031.42
2024-04-29,WALMART SUPERCENTER,49.14,,185982.28
2024-04-30,UBER TRIP,52.61,,185929.67
2024-04-30,EZ PASS TOLL,56.12,,185873.55
2024-04-30,EZ PASS TOLL,26.28,,185847.27
2024-05-01,APPLE.COM/BILL,221.60,,185625.67
2024-05-01,PLANET FITNESS,138.41,,185487.26
2024-05-02,ACH CREDIT EMPLOYER PAYROLL,,6939.16,192426.42
2024-05-02,UBER TRIP,71.38,,192355.04
2024-05-03,BILL PAY RENT LANDLORD,1707.33,,190647.71
2024-05-03,UBER EATS,67.37,,190580.34
2024-05-04,UBER EATS,53.08,,190527.26
2024-05-04,CHIPOTLE ONLINE,51.00,,190476.26
2024-05-06,UBER EATS,60.59,,190415.67
2024-05-07,CHEVRON,19.39,,190396.28
2024-05-07,IKEA,120.03,,190276.25
2024-05-07,SPOTIFY USA,59.96,,190216.29
2024-05-08,LOCAL BISTRO,10.25,,190206.04
2024-05-08,PIZZA HUT,47.96,,190158.08
2024-05-09,AMC THEATRES,28.75,,190129.33
2024-05-09,TICKETMASTER,55.51,,190073.82
2024-05-10,CHEVRON,12.37,,190061.45
2024-05-11,KROGER #1190,129.14,,189932.31
2024-05-12,EZ PASS TOLL,51.86,,189880.45
2024-05-14,UBER EATS,82.83,,189797.62
2024-05-14,LYFT RIDE,45.76,,189751.86
2024-05-14,IKEA,46.16,,189705.70
2024-05-15,AMAZON.COM,51.78,,189653.92
2024-05-15,DENTAL CARE,139.73,,189514.19
2024-05-16,FRESH MARKET,113.57,,189400.62
2024-05-16,WHOLE FOODS #4821,93.84,,189306.78
2024-05-17,SUSHI HOUSE,61.28,,189245.50
2024-05-18,DOORDASH*RESTAURANT,82.04,,189163.46
2024-05-18,AMAZON MKTP,274.52,,188888.94
2024-05-19,UBER TRIP,45.52,,188843.42
2024-05-20,LYFT RIDE,62.91,,188780.51
2024-05-20,PARKING GARAGE,37.72,,188742.79
2024-05-20,HOME DEPOT,176.37,,188566.42
2024-05-21,PIZZA HUT,27.06,,188539.36
2024-05-21,TICKETMASTER,40.85,,188498.51
2024-05-22,COSTCO WHSE,139.88,,188358.63
2024-05-23,UBER EATS,17.46,,188341.17
2024-05-24,ELECTRIC COMPANY,158.77,,188182.40
2024-05-24,CITY WATER BILL,35.56,,188146.84
2024-05-24,UBER TRIP,21.46,,188125.38
2024-05-24,SPOTIFY USA,47.10,,188078.28
2024-05-25,ALDI 729,53.17,,188025.11
2024-05-25,CHEVRON,43.65,,187981.46
2024-05-27,WALMART SUPERCENTER,119.13,,187862.33
2024-05-27,WALMART SUPERCENTER,29.56,,187832.77
2024-05-29,PARKING GARAGE,60.82,,187771.95
2024-05-31,METRO TRANSIT,52.88,,187719.07
2024-05-31,VENMO PAYMENT,132.09,,187586.98
2024-06-02,ACH CREDIT EMPLOYER PAYROLL,,7005.24,194592.22
2024-06-02,WHOLE FOODS #4821,79.50,,194512.72
2024-06-02,NIKE STORE,44.62,,194468.10
2024-06-03,BILL PAY RENT LANDLORD,1699.64,,192768.46
2024-06-03,UBER EATS,36.20,,192732.26
2024-06-05,STARBUCKS STORE,78.11,,192654.15
2024-06-06,UBER TRIP,65.58,,192588.57
2024-06-08,TRADER JOE'S,111.58,,192476.99
2024-06-09,CHIPOTLE ONLINE,59.50,,192417.49
2024-06-09,STARBUCKS STORE,45.80,,192371.69
2024-06-09,NIKE STORE,272.69,,192099.00
2024-06-11,FRESH MARKET,29.23,,192069.77
2024-06-12,ZELLE FROM CLIENT,,907.50,192977.27
2024-06-12,FRESH MARKET,63.11,,192914.16
2024-06-16,CITY WATER BILL,113.02,,192801.14
2024-06-16,WALGREENS,95.25,,192705.89
2024-06-16,NETFLIX.COM,23.75,,192682.14
2024-06-17,AMAZON MKTP,153.19,,192528.95
2024-06-17,AMAZON.COM,80.16,,192448.79
2024-06-18,COMCAST CABLE,52.74,,192396.05
2024-06-18,STARBUCKS STORE,37.71,,192358.34
2024-06-18,UBER TRIP,27.13,,192331.21
2024-06-20,ELECTRIC COMPANY,120.81,,192210.40
2024-06-20,PARKING GARAGE,62.80,,192147.60
2024-06-21,DOORDASH*RESTAURANT,39.58,,192108.02
2024-06-21,PARKING GARAGE,17.58,,192090.44
2024-06-21,VENMO PAYMENT,227.11,,191863.33
2024-06-22,SHELL OIL,7.07,,191856.26
2024-06-22,APPLE.COM/BILL,188.75,,191667.51
2024-06-25,KROGER #1190,158.66,,191508.85
2024-06-25,UBER TRIP,7.20,,191501.65
2024-06-27,WHOLE FOODS #4821,126.12,,191375.53
2024-06-27,UBER TRIP,42.53,,191333.00
2024-06-28,WHOLE FOODS #4821,136.74,,191196.26
2024-06-28,EZ PASS TOLL,61.27,,191134.99
2024-06-29,UBER TRIP,44.28,,191090.71
2024-06-29,DISNEYPLUS,30.04,,191060.67
2024-06-30,ALDI 729,33.50,,191027.17
2024-07-01,KROGER #1190,126.34,,190900.83
2024-07-02,LYFT RIDE,18.80,,190882.03
2024-07-03,ACH CREDIT EMPLOYER PAYROLL,,7115.13,197997.16
2024-07-03,BILL PAY RENT LANDLORD,1693.70,,196303.46
2024-07-03,PARKING GARAGE,28.10,,196275.36
2024-07-03,LYFT RIDE,22.90,,196252.46
2024-07-03,CHEVRON,30.32,,196222.14
2024-07-04,PARKING GARAGE,62.10,,196160.04
2024-07-04,BEST BUY,47.31,,196112.73
2024-07-05,COSTCO WHSE,41.50,,196071.23
2024-07-05,CHEVRON,42.41,,196028.82
2024-07-05,WALGREENS,117.33,,195911.49
2024-07-06,GAS UTILITY,88.36,,195823.13
2024-07-06,STARBUCKS STORE,53.11,,195770.02
2024-07-07,AMC THEATRES,53.47,,195716.55
2024-07-08,FRESH MARKET,31.45,,195685.10
2024-07-08,TRADER JOE'S,141.56,,195543.54
2024-07-09,WHOLE FOODS #4821,134.49,,195409.05
2024-07-09,DOORDASH*RESTAURANT,67.64,,195341.41
2024-07-12,PARKING GARAGE,29.67,,195311.74
2024-07-12,CHEVRON,54.04,,195257.70
2024-07-13,FRESH MARKET,130.78,,195126.92
2024-07-14,HOME DEPOT,32.69,,195094.23
2024-07-15,PAYPAL TRANSFER,,1177.38,196271.61
2024-07-16,DOORDASH*RESTAURANT,60.41,,196211.20
2024-07-17,DOORDASH*RESTAURANT,15.84,,196195.36
2024-07-17,HOTEL BOOKING,604.65,,195590.71
2024-07-18,FRESH MARKET,37.32,,195553.39
2024-07-18,CITY MEDICAL CLINIC,133.56,,195419.83
2024-07-18,SPOTIFY USA,13.89,,195405.94
2024-07-19,UBER TRIP,71.17,,195334.77
2024-07-22,SUSHI HOUSE,57.10,,195277.67
2024-07-23,CHEVRON,65.75,,195211.92
2024-07-24,SUSHI HOUSE,83.21,,195128.71
2024-07-24,CHEVRON,69.18,,195059.53
2024-07-24,PARKING GARAGE,21.97,,195037.56
2024-07-25,COMCAST CABLE,120.22,,194917.34
2024-07-25,COSTCO WHSE,123.49,,194793.85
2024-07-26,NETFLIX.COM,50.88,,194742.97
2024-07-27,FRESH MARKET,83.32,,194659.65
2024-07-27,PIZZA HUT,11.62,,194648.03
2024-07-27,UBER TRIP,59.60,,194588.43
2024-07-27,BEST BUY,267.26,,194321.17
2024-07-27,ATM WITHDRAWAL,298.08,,194023.09
2024-07-28,MCDONALD'S,37.68,,193985.41
2024-07-28,NIKE STORE,156.61,,193828.80
2024-07-29,PIZZA HUT,51.24,,193777.56
2024-07-31,STARBUCKS STORE,11.64,,193765.92
2024-08-01,ACH CREDIT EMPLOYER PAYROLL,,6999.46,200765.38
2024-08-03,BILL PAY RENT LANDLORD,1726.85,,199038.53
2024-08-04,CHEVRON,56.01,,198982.52
2024-08-04,CHEVRON,28.61,,198953.91
2024-08-06,DOORDASH*RESTAURANT,76.09,,198877.82
2024-08-07,NIKE STORE,91.74,,198786.08
2024-08-08,WALMART SUPERCENTER,115.63,,198670.45
2024-08-08,UBER TRIP,45.80,,198624.65
2024-08-09,UBER TRIP,66.75,,198557.90
2024-08-10,CITY MEDICAL CLINIC,35.78,,198522.12
2024-08-11,SUSHI HOUSE,60.19,,198461.93
2024-08-13,LYFT RIDE,45.78,,198416.15
2024-08-14,CHIPOTLE ONLINE,6.25,,198409.90
2024-08-14,AIRLINE TICKET,953.00,,197456.90
2024-08-15,VERIZON WIRELESS,37.15,,197419.75
2024-08-15,PLANET FITNESS,148.09,,197271.66
2024-08-15,STEAM GAMES,23.17,,197248.49
2024-08-16,COSTCO WHSE,134.80,,197113.69
2024-08-16,TRADER JOE'S,115.63,,196998.06
2024-08-17,KROGER #1190,141.26,,196856.80
2024-08-17,METRO TRANSIT,13.70,,196843.10
2024-08-18,TRADER JOE'S,129.57,,196713.53
2024-08-18,CHIPOTLE ONLINE,29.01,,196684.52
2024-08-18,CHIPOTLE ONLINE,69.27,,196615.25
2024-08-19,SHELL OIL,50.89,,196564.36
2024-08-20,COMCAST CABLE,165.48,,196398.88
2024-08-20,ALDI 729,21.13,,196377.75
2024-08-21,SHELL OIL,13.69,,196364.06
2024-08-21,UBER TRIP,22.16,,196341.90
2024-08-22,TRADER JOE'S,21.54,,196320.36
2024-08-24,AMAZON MKTP,12.93,,196307.43
2024-08-26,LOCAL BISTRO,28.65,,196278.78
2024-08-26,EZ PASS TOLL,45.72,,196233.06
2024-08-26,CHEVRON,24.72,,196208.34
2024-08-27,CHIPOTLE ONLINE,78.63,,196129.71
2024-08-27,AMAZON.COM,57.70,,196072.01
2024-08-28,TRADER JOE'S,18.71,,196053.30
2024-08-29,STEAM GAMES,53.16,,196000.14
2024-08-30,PIZZA HUT,42.83,,195957.31
2024-08-31,FRESH MARKET,18.29,,195939.02
2024-08-31,TICKETMASTER,53.01,,195886.01
2024-09-03,ACH CREDIT EMPLOYER PAYROLL,,6999.74,202885.75
2024-09-03,BILL PAY RENT LANDLORD,1713.29,,201172.46
2024-09-04,CHIPOTLE ONLINE,29.10,,201143.36
2024-09-04,SHELL OIL,34.69,,201108.67
2024-09-05,CHEVRON,48.32,,201060.35
2024-09-06,SUSHI HOUSE,66.38,,200993.97
2024-09-08,FRESH MARKET,121.25,,200872.72
2024-09-08,WHOLE FOODS #4821,19.34,,200853.38
2024-09-09,PLANET FITNESS,80.24,,200773.14
2024-09-10,METRO TRANSIT,27.05,,200746.09
2024-09-10,SHELL OIL,48.25,,200697.84
2024-09-11,UBER TRIP,6.28,,200691.56
2024-09-11,NETFLIX.COM,23.68,,200667.88
2024-09-12,ELECTRIC COMPANY,42.98,,200624.90
2024-09-12,KROGER #1190,152.28,,200472.62
2024-09-12,SHELL OIL,32.67,,200439.95
2024-09-12,HOME DEPOT,53.87,,200386.08
2024-09-13,ZELLE FROM CLIENT,,1034.86,201420.94
2024-09-13,WALGREENS,95.43,,201325.51
2024-09-15,FRESH MARKET,128.44,,201197.07
2024-09-15,TICKETMASTER,50.90,,201146.17
2024-09-16,METRO TRANSIT,41.06,,201105.11
2024-09-17,SHELL OIL,15.47,,201089.64
2024-09-17,LYFT RIDE,71.02,,201018.62
2024-09-19,WHOLE FOODS #4821,38.40,,200980.22
2024-09-20,CITY WATER BILL,122.17,,200858.05
2024-09-20,SHELL OIL,47.01,,200811.04
2024-09-22,METRO TRANSIT,31.98,,200779.06
2024-09-22,ZELLE TO FRIEND,259.74,,200519.32
2024-09-23,TRADER JOE'S,106.22,,200413.10
2024-09-23,MCDONALD'S,25.46,,200387.64
2024-09-25,COMCAST CABLE,101.71,,200285.93
2024-09-25,SUSHI HOUSE,18.69,,200267.24
2024-09-27,TARGET.COM,84.95,,200182.29
2024-09-29,COSTCO WHSE,44.04,,200138.25
2024-09-29,STARBUCKS STORE,6.90,,200131.35
2024-09-30,WALMART SUPERCENTER,85.12,,200046.23
2024-09-30,BEST BUY,272.60,,199773.63
2024-10-01,STARBUCKS STORE,37.86,,199735.77
2024-10-01,UBER TRIP,44.02,,199691.75
2024-10-02,ACH CREDIT EMPLOYER PAYROLL,,7086.95,206778.70
2024-10-02,DOORDASH*RESTAURANT,48.21,,206730.49
2024-10-03,BILL PAY RENT LANDLORD,1720.96,,205009.53
2024-10-03,PIZZA HUT,38.45,,204971.08
2024-10-03,WALGREENS,165.10,,204805.98
2024-10-04,EZ PASS TOLL,29.39,,204776.59
2024-10-04,UBER TRIP,11.21,,204765.38
2024-10-07,FRESH MARKET,114.74,,204650.64
2024-10-07,TARGET.COM,37.99,,204612.65
2024-10-08,MCDONALD'S,84.59,,204528.06
2024-10-08,DOORDASH*RESTAURANT,55.91,,204472.15
2024-10-08,CHIPOTLE ONLINE,72.56,,204399.59
2024-10-09,MCDONALD'S,22.98,,204376.61
2024-10-09,AMC THEATRES,28.18,,204348.43
2024-10-10,LYFT RIDE,27.15,,204321.28
2024-10-11,CHEVRON,19.22,,204302.06
2024-10-12,TRADER JOE'S,76.51,,204225.55
2024-10-12,DENTAL CARE,76.78,,204148.77
2024-10-13,FRESH MARKET,61.35,,204087.42
2024-10-15,ELECTRIC COMPANY,121.81,,203965.61
2024-10-16,ALDI 729,28.61,,203937.00
2024-10-17,COMCAST CABLE,120.12,,203816.88
2024-10-17,TRADER JOE'S,69.80,,203747.08
2024-10-18,CHIPOTLE ONLINE,22.06,,203725.02
2024-10-19,CITY WATER BILL,67.86,,203657.16
2024-10-22,STARBUCKS STORE,74.65,,203582.51
2024-10-23,COSTCO WHSE,34.58,,203547.93
2024-10-24,LYFT RIDE,10.52,,203537.41
2024-10-25,METRO TRANSIT,53.94,,203483.47
2024-10-28,AMAZON MKTP,191.57,,203291.90
2024-10-28,CVS/PHARMACY,112.04,,203179.86
2024-10-29,ALDI 729,152.57,,203027.29
2024-10-29,LYFT RIDE,17.20,,203010.09
2024-10-29,NIKE STORE,75.38,,202934.71
2024-10-31,SPOTIFY USA,16.99,,202917.72
2024-10-31,ATM WITHDRAWAL,263.59,,202654.13
2024-11-01,STARBUCKS STORE,10.73,,202643.40
2024-11-01,UBER TRIP,42.39,,202601.01
2024-11-02,LYFT RIDE,5.91,,202595.10
2024-11-03,ACH CREDIT EMPLOYER PAYROLL,,6967.95,209563.05
2024-11-03,BILL PAY RENT LANDLORD,1695.87,,207867.18
2024-11-05,VERIZON WIRELESS,47.20,,207819.98
2024-11-05,PLANET FITNESS,82.50,,207737.48
2024-11-06,KROGER #1190,126.01,,207611.47
2024-11-07,UBER TRIP,7.73,,207603.74
2024-11-07,AMAZON.COM,208.41,,207395.33
2024-11-07,TARGET.COM,76.29,,207319.04
2024-11-08,IKEA,196.85,,207122.19
2024-11-10,TARGET.COM,53.66,,207068.53
2024-11-12,ALDI 729,25.64,,207042.89
2024-11-13,UBER EATS,29.41,,207013.48
2024-11-13,AMAZON.COM,177.05,,206836.43
2024-11-14,AMAZON MKTP,150.51,,206685.92
2024-11-14,NIKE STORE,14.20,,206671.72
2024-11-14,AMAZON.COM,83.72,,206588.00
2024-11-15,VERIZON WIRELESS,164.40,,206423.60
2024-11-15,DISNEYPLUS,63.09,,206360.51
2024-11-16,CVS/PHARMACY,169.25,,206191.26
2024-11-16,DISNEYPLUS,9.21,,206182.05
2024-11-17,VENMO CASHOUT,,804.09,206986.14
2024-11-17,FRESH MARKET,73.76,,206912.38
2024-11-17,DOORDASH*RESTAURANT,46.15,,206866.23
2024-11-17,CHEVRON,18.47,,206847.76
2024-11-18,COSTCO WHSE,67.25,,206780.51
2024-11-19,COSTCO WHSE,60.20,,206720.31
2024-11-19,METRO TRANSIT,12.04,,206708.27
2024-11-19,BEST BUY,151.96,,206556.31
2024-11-20,SUSHI HOUSE,32.69,,206523.62
2024-11-20,STARBUCKS STORE,76.26,,206447.36
2024-11-21,LOCAL BISTRO,78.56,,206368.80
2024-11-21,PARKING GARAGE,6.40,,206362.40
2024-11-24,VERIZON WIRELESS,117.61,,206244.79
2024-11-24,EZ PASS TOLL,23.25,,206221.54
2024-11-24,DENTAL CARE,106.66,,206114.88
2024-11-25,WHOLE FOODS #4821,53.69,,206061.19
2024-11-25,EZ PASS TOLL,25.88,,206035.31
2024-11-25,LYFT RIDE,68.07,,205967.24
2024-11-26,ALDI 729,95.60,,205871.64
2024-11-26,CHEVRON,22.07,,205849.57
2024-11-28,SUSHI HOUSE,82.49,,205767.08
2024-11-29,WHOLE FOODS #4821,158.56,,205608.52
2024-11-29,AMC THEATRES,34.46,,205574.06
2024-12-01,EZ PASS TOLL,71.81,,205502.25
2024-12-03,ACH CREDIT EMPLOYER PAYROLL,,7033.64,212535.89
2024-12-03,BILL PAY RENT LANDLORD,1698.89,,210837.00
2024-12-04,METRO TRANSIT,70.16,,210766.84
2024-12-05,MCDONALD'S,63.48,,210703.36
2024-12-05,HOME DEPOT,31.61,,210671.75
2024-12-06,SUSHI HOUSE,26.77,,210644.98
2024-12-06,SUSHI HOUSE,68.80,,210576.18
2024-12-07,COMCAST CABLE,127.89,,210448.29
2024-12-07,NIKE STORE,203.44,,210244.85
2024-12-08,FRESH MARKET,51.95,,210192.90
2024-12-08,CHEVRON,37.47,,210155.43
2024-12-09,UBER TRIP,70.90,,210084.53
2024-12-10,CITY MEDICAL CLINIC,90.55,,209993.98
2024-12-11,DOORDASH*RESTAURANT,23.88,,209970.10
2024-12-11,METRO TRANSIT,37.40,,209932.70
2024-12-11,STEAM GAMES,22.02,,209910.68
2024-12-12,TRADER JOE'S,65.05,,209845.63
2024-12-12,FRESH MARKET,94.51,,209751.12
2024-12-12,IKEA,217.78,,209533.34
2024-12-12,CVS/PHARMACY,217.79,,209315.55
2024-12-12,ZELLE TO FRIEND,217.29,,209098.26
2024-12-13,UBER TRIP,18.41,,209079.85
2024-12-14,NIKE STORE,178.23,,208901.62
2024-12-15,PARKING GARAGE,50.16,,208851.46
2024-12-17,NIKE STORE,185.01,,208666.45
2024-12-19,GAS UTILITY,168.71,,208497.74
2024-12-20,TRADER JOE'S,68.03,,208429.71
2024-12-20,PIZZA HUT,78.24,,208351.47
2024-12-20,UBER EATS,37.18,,208314.29
2024-12-21,TICKETMASTER,48.39,,208265.90
2024-12-22,ALDI 729,134.07,,208131.83
2024-12-22,EZ PASS TOLL,52.15,,208079.68
2024-12-23,CITY WATER BILL,83.44,,207996.24
2024-12-23,SHELL OIL,69.60,,207926.64
2024-12-23,METRO TRANSIT,40.17,,207886.47
2024-12-23,UBER TRIP,14.27,,207872.20
2024-12-24,ACH CREDIT YEAR END BONUS,,840.44,208712.64
2024-12-24,WHOLE FOODS #4821,116.89,,208595.75
2024-12-24,SHELL OIL,56.59,,208539.16
2024-12-25,CITY MEDICAL CLINIC,44.12,,208495.04
2024-12-25,TICKETMASTER,58.15,,208436.89
2024-12-26,MCDONALD'S,7.69,,208429.20
2024-12-26,TICKETMASTER,37.37,,208391.83
2024-12-27,ALDI 729,73.57,,208318.26
2024-12-28,TRADER JOE'S,21.97,,208296.29
2024-12-28,UBER EATS,84.55,,208211.74
2024-12-29,LYFT RIDE,46.47,,208165.27
2024-12-31,LYFT RIDE,56.87,,208108.40
2024-12-31,IKEA,141.56,,207966.84
2025-01-01,LYFT RIDE,46.92,,207919.92
2025-01-02,ACH CREDIT EMPLOYER PAYROLL,,7393.84,215313.76
2025-01-02,PIZZA HUT,43.06,,215270.70
2025-01-03,BILL PAY RENT LANDLORD,1739.19,,213531.51
2025-01-04,METRO TRANSIT,42.92,,213488.59
2025-01-04,CVS/PHARMACY,131.09,,213357.50
2025-01-05,COSTCO WHSE,125.83,,213231.67
2025-01-05,LOCAL BISTRO,55.16,,213176.51
2025-01-05,SHELL OIL,41.51,,213135.00
2025-01-06,PARKING GARAGE,52.87,,213082.13
2025-01-06,BEST BUY,138.83,,212943.30
2025-01-07,COSTCO WHSE,138.65,,212804.65
2025-01-07,PLANET FITNESS,78.07,,212726.58
2025-01-09,ALDI 729,122.37,,212604.21
2025-01-09,CHEVRON,28.04,,212576.17
2025-01-09,TARGET.COM,228.61,,212347.56
2025-01-12,SPOTIFY USA,11.55,,212336.01
2025-01-13,COMCAST CABLE,49.40,,212286.61
2025-01-13,UBER TRIP,13.39,,212273.22
2025-01-14,WHOLE FOODS #4821,146.63,,212126.59
2025-01-15,ACH CREDIT FREELANCE,,325.68,212452.27
2025-01-15,WHOLE FOODS #4821,19.35,,212432.92
2025-01-15,INSURANCE ANNUAL PREMIUM,1268.92,,211164.00
2025-01-16,CHEVRON,16.03,,211147.97
2025-01-17,DOORDASH*RESTAURANT,33.84,,211114.13
2025-01-17,CHEVRON,4.39,,211109.74
2025-01-18,GAS UTILITY,74.00,,211035.74
2025-01-18,SUSHI HOUSE,22.54,,211013.20
2025-01-19,SPOTIFY USA,13.02,,211000.18
2025-01-20,ZELLE TO FRIEND,134.89,,210865.29
2025-01-22,WALMART SUPERCENTER,84.81,,210780.48
2025-01-22,WALMART SUPERCENTER,71.88,,210708.60
2025-01-22,TRADER JOE'S,126.34,,210582.26
2025-01-22,PIZZA HUT,59.97,,210522.29
2025-01-23,CHIPOTLE ONLINE,32.94,,210489.35
2025-01-23,METRO TRANSIT,44.45,,210444.90
2025-01-24,GAS UTILITY,133.89,,210311.01
2025-01-24,AMAZON.COM,128.62,,210182.39
2025-01-26,NETFLIX.COM,29.01,,210153.38
2025-01-28,UBER TRIP,12.49,,210140.89
2025-01-29,AMAZON MKTP,129.17,,210011.72
2025-02-03,ACH CREDIT EMPLOYER PAYROLL,,7225.38,217237.10
2025-02-03,BILL PAY RENT LANDLORD,1739.12,,215497.98
2025-02-04,FRESH MARKET,53.28,,215444.70
2025-02-05,PARKING GARAGE,45.20,,215399.50
2025-02-06,ALDI 729,139.15,,215260.35
2025-02-06,VENMO PAYMENT,59.11,,215201.24
2025-02-08,PARKING GARAGE,52.19,,215149.05
2025-02-09,ALDI 729,19.54,,215129.51
2025-02-09,LOCAL BISTRO,50.48,,215079.03
2025-02-09,SHELL OIL,54.69,,215024.34
2025-02-09,CHEVRON,7.63,,215016.71
2025-02-09,NIKE STORE,160.56,,214856.15
2025-02-10,VERIZON WIRELESS,128.54,,214727.61
2025-02-10,AMAZON.COM,111.55,,214616.06
2025-02-10,NETFLIX.COM,9.22,,214606.84
2025-02-12,CITY WATER BILL,80.99,,214525.85
2025-02-12,AMAZON.COM,242.68,,214283.17
2025-02-13,CHIPOTLE ONLINE,18.80,,214264.37
2025-02-13,TICKETMASTER,11.26,,214253.11
2025-02-14,TRADER JOE'S,43.12,,214209.99
2025-02-14,EZ PASS TOLL,62.94,,214147.05
2025-02-15,DENTAL CARE,78.85,,214068.20
2025-02-17,KROGER #1190,123.22,,213944.98
2025-02-17,MCDONALD'S,10.34,,213934.64
2025-02-17,CHEVRON,36.96,,213897.68
2025-02-18,ACH CREDIT FREELANCE,,577.03,214474.71
2025-02-19,EZ PASS TOLL,43.35,,214431.36
2025-02-19,UBER TRIP,63.83,,214367.53
2025-02-20,COMCAST CABLE,53.03,,214314.50
2025-02-20,CHEVRON,5.43,,214309.07
2025-02-21,CHEVRON,19.97,,214289.10
2025-02-22,TRADER JOE'S,119.61,,214169.49
2025-02-22,COSTCO WHSE,27.40,,214142.09
2025-02-22,CHIPOTLE ONLINE,18.18,,214123.91
2025-02-22,CHIPOTLE ONLINE,78.13,,214045.78
2025-02-23,KROGER #1190,111.91,,213933.87
2025-02-23,DOORDASH*RESTAURANT,23.30,,213910.57
2025-02-23,PLANET FITNESS,204.60,,213705.97
2025-02-24,LYFT RIDE,22.96,,213683.01
2025-02-24,UBER TRIP,43.17,,213639.84
2025-02-25,DOORDASH*RESTAURANT,72.43,,213567.41
2025-02-26,STEAM GAMES,29.37,,213538.04
2025-02-27,CHEVRON,5.14,,213532.90
2025-03-01,ACH CREDIT EMPLOYER PAYROLL,,7196.88,220729.78
2025-03-01,MCDONALD'S,81.70,,220648.08
2025-03-02,PARKING GARAGE,52.30,,220595.78
2025-03-03,BILL PAY RENT LANDLORD,1774.84,,218820.94
2025-03-04,EZ PASS TOLL,26.10,,218794.84
2025-03-05,VERIZON WIRELESS,59.20,,218735.64
2025-03-05,UBER EATS,43.59,,218692.05
2025-03-06,SHELL OIL,61.77,,218630.28
2025-03-06,BEST BUY,161.91,,218468.37
2025-03-08,CHEVRON,48.24,,218420.13
2025-03-08,NIKE STORE,233.57,,218186.56
2025-03-08,DENTAL CARE,125.99,,218060.57
2025-03-09,ZELLE FROM CLIENT,,1183.04,219243.61
2025-03-09,TRADER JOE'S,144.48,,219099.13
2025-03-09,LOCAL BISTRO,57.48,,219041.65
2025-03-09,METRO TRANSIT,38.31,,219003.34
2025-03-10,EZ PASS TOLL,46.29,,218957.05
2025-03-10,PARKING GARAGE,70.98,,218886.07
2025-03-11,EZ PASS TOLL,36.48,,218849.59
2025-03-12,DOORDASH*RESTAURANT,62.37,,218787.22
2025-03-13,APPLE.COM/BILL,99.04,,218688.18
2025-03-14,FRESH MARKET,90.48,,218597.70
2025-03-15,VERIZON WIRELESS,63.97,,218533.73
2025-03-15,PLANET FITNESS,187.65,,218346.08
2025-03-15,VENMO PAYMENT,163.76,,218182.32
2025-03-18,WHOLE FOODS #4821,29.14,,218153.18
2025-03-18,DOORDASH*RESTAURANT,13.14,,218140.04
2025-03-21,STEAM GAMES,32.97,,218107.07
2025-03-21,STEAM GAMES,45.28,,218061.79
2025-03-22,WHOLE FOODS #4821,71.35,,217990.44
2025-03-22,LYFT RIDE,60.35,,217930.09
2025-03-24,CHIPOTLE ONLINE,70.10,,217859.99
2025-03-26,STARBUCKS STORE,84.76,,217775.23
2025-03-26,DOORDASH*RESTAURANT,45.09,,217730.14
2025-03-27,WALMART SUPERCENTER,52.00,,217678.14
2025-03-27,UBER TRIP,5.81,,217672.33
2025-03-28,FRESH MARKET,153.11,,217519.22
2025-03-29,WALMART SUPERCENTER,44.44,,217474.78
2025-04-01,COSTCO WHSE,136.00,,217338.78
2025-04-02,ACH CREDIT EMPLOYER PAYROLL,,7362.20,224700.98
